,index,latitude,longitude,duration
379,569.0,40.7316756,-74.0066099,11.0
380,569.0,40.7368739,-74.0055605,152.0
381,569.0,40.7390617,-74.0030973,77.0
382,569.0,40.7399554,-74.0051532,29.0
383,570.0,40.7316756,-74.0066099,11.0
384,570.0,40.7368739,-74.0055605,152.0
385,570.0,40.7434215,-73.9998422,197.0
386,570.0,40.7358994,-73.9820335,445.0
387,571.0,40.7317894,-74.0078129,13.0
388,571.0,40.7328666,-74.007538,23.0
389,571.0,40.7324491,-74.0101245,28.0
390,571.0,40.7325847,-74.0106554,63.0
391,571.0,40.7593292,-74.0035455,555.0
392,571.0,40.7608377,-74.0024927,34.0
393,571.0,40.7608905,-74.0027662,28.0
394,572.0,40.7318819,-74.0087999,25.0
395,572.0,40.7260624,-74.0099167,111.0
396,572.0,40.7222989,-73.9971015,322.0
397,572.0,40.7245914,-73.9957161,83.0
398,573.0,40.7317894,-74.0078129,13.0
399,573.0,40.7335607,-74.0073703,37.0
400,573.0,40.7339987,-74.0045951,69.0
401,573.0,40.7259213,-73.9946459,304.0
402,573.0,40.7303214,-73.9908417,155.0
403,574.0,40.7318819,-74.0087999,25.0
404,574.0,40.7260624,-74.0099167,111.0
405,574.0,40.7223304,-73.9971806,320.0
406,574.0,40.7221454,-73.9973352,5.0
407,575.0,40.7318819,-74.0087999,25.0
408,575.0,40.7260624,-74.0099167,111.0
409,575.0,40.7255663,-74.0045471,136.0
410,575.0,40.7242778,-74.0047538,21.0
411,575.0,40.7244181,-74.005957,20.0
412,575.0,40.720447,-74.0066917,213.0
413,575.0,40.7204176,-74.006402,31.0
414,575.0,40.720076,-74.0056711,13.0
415,575.0,40.7190683,-74.0064401,26.0
416,575.0,40.7191152,-74.0066673,3.0
417,576.0,40.7316756,-74.0066099,11.0
418,576.0,40.7368739,-74.0055605,152.0
419,576.0,40.7472041,-73.9970975,304.0
420,576.0,40.7437953,-73.9890388,192.0
421,576.0,40.7423871,-73.9890975,27.0
422,577.0,40.7316756,-74.0066099,11.0
423,577.0,40.7368739,-74.0055605,152.0
424,577.0,40.738756,-74.003446,69.0
425,577.0,40.7387685,-74.0024425,15.0
426,577.0,40.7390305,-74.0025987,37.0
427,578.0,40.7316756,-74.0066099,11.0
428,578.0,40.7368739,-74.0055605,152.0
429,578.0,40.742254,-74.000703,170.0
430,578.0,40.7396716,-73.9945945,158.0
431,579.0,40.7317894,-74.0078129,13.0
432,579.0,40.7328666,-74.007538,23.0
433,579.0,40.7324491,-74.0101245,28.0
434,579.0,40.7323041,-74.0106803,65.0
435,579.0,40.7126742,-74.0145712,394.0
436,579.0,40.7048421,-74.0170397,156.0
437,579.0,40.7045116,-74.0142757,47.0
438,579.0,40.704594,-74.0142515,3.0
439,579.0,40.70454,-74.0132849,16.0
440,579.0,40.704042,-74.0131992,7.0
441,579.0,40.7040168,-74.0116028,20.0
442,579.0,40.7036506,-74.0116208,6.0
443,580.0,40.7316756,-74.0066099,11.0
444,580.0,40.7368739,-74.0055605,152.0
445,580.0,40.746581,-73.997552,290.0
446,580.0,40.7489821,-74.0032397,133.0
447,580.0,40.7502166,-74.0023398,54.0
448,580.0,40.7514281,-74.0052024,89.0
449,581.0,40.7316756,-74.0066099,11.0
450,581.0,40.7368739,-74.0055605,152.0
451,581.0,40.7434215,-73.9998422,197.0
452,581.0,40.74102,-73.9941666,125.0
453,581.0,40.7416056,-73.9937434,45.0
454,581.0,40.7417739,-73.9941303,27.0
455,582.0,40.7317894,-74.0078129,13.0
456,582.0,40.7335607,-74.0073703,37.0
457,582.0,40.7339987,-74.0045951,69.0
458,582.0,40.7311573,-74.0029514,81.0
459,582.0,40.7318006,-74.0011731,30.0
460,582.0,40.7310465,-73.9996201,54.0
461,582.0,40.7295668,-73.9965785,57.0
462,582.0,40.7307203,-73.9955793,28.0
463,582.0,40.7314445,-73.9949184,17.0
464,583.0,40.7318819,-74.0087999,25.0
465,583.0,40.7260624,-74.0099167,111.0
466,583.0,40.723421,-73.9996026,251.0
467,583.0,40.7236065,-73.9994521,37.0
468,584.0,40.7316756,-74.0066099,11.0
469,584.0,40.7368739,-74.0055605,152.0
470,584.0,40.7509391,-73.9943601,391.0
