station.id,station.name,latitude,longitude,boroname
492,W 33 St & 7 Ave,40.75019995,-73.99093085,Manhattan
521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan
521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan
521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan
3128,21 St & 43 Ave,40.75052534,-73.94594845,Manhattan
489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan
489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan
489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan
489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan
489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan
458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan
458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan
458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan
517,Pershing Square S,40.75149263,-73.97798848,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan
517,Pershing Square South,40.751581,-73.97791,Manhattan
517,Pershing Square South,40.751581,-73.97791,Manhattan
362,Broadway & W 37 St,40.75172632,-73.98753523,Manhattan
519,Pershing Square North,40.751873,-73.977706,Manhattan
519,Pershing Square North,40.751873,-73.977706,Manhattan
519,Pershing Square N,40.75188406,-73.97770164,Manhattan
519,Pershing Square N,40.75188406,-73.97770164,Manhattan
516,E 47 St & 1 Ave,40.75206862,-73.96784384,Manhattan
533,Broadway & W 39 St,40.75299641,-73.98721619,Manhattan
533,Broadway & W 39 St,40.75299641,-73.98721619,Manhattan
318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,Manhattan
318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,Manhattan
164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan
164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan
164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan
454,E 51 St & 1 Ave,40.75455731,-73.96592976,Manhattan
523,W 38 St & 8 Ave,40.75466591,-73.99138152,Manhattan
523,W 38 St & 8 Ave,40.75466591,-73.99138152,Manhattan
359,E 47 St & Park Ave,40.75510267,-73.97498696,Manhattan
359,E 47 St & Park Ave,40.75510267,-73.97498696,Manhattan
465,Broadway & W 41 St,40.75513557,-73.98658032,Manhattan
465,Broadway & W 41 St,40.75513557,-73.98658032,Manhattan
477,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan
477,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan
477,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan
488,W 39 St & 9 Ave,40.75645824,-73.99372222,Manhattan
448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan
448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan
448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan
448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan
529,W 42 St & 8 Ave,40.7575699,-73.99098507,Manhattan
385,E 55 St & 2 Ave,40.75797322,-73.96603308,Manhattan
367,E 53 St & Lexington Ave,40.75828065,-73.97069431,Manhattan
3236,PABT Valet,40.75898481,-73.99379969,Manhattan
464,E 56 St & 3 Ave,40.75934501,-73.96759673,Manhattan
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,Manhattan
520,W 52 St & 5 Ave,40.75992262,-73.97648516,Manhattan
515,W 43 St & 10 Ave,40.76009437,-73.99461843,Manhattan
479,9 Ave & W 45 St,40.76019252,-73.9912551,Manhattan
479,9 Ave & W 45 St,40.76019252,-73.9912551,Manhattan
290,2 Ave & E 58 St,40.76020258,-73.96478473,Manhattan
290,2 Ave & E 58 St,40.76020258,-73.96478473,Manhattan
290,2 Ave & E 58 St,40.76020258,-73.96478473,Manhattan
173,Broadway & W 49 St,40.76064679,-73.98442659,Manhattan
173,Broadway & W 49 St,40.76064679,-73.98442659,Manhattan
510,W 51 St & 6 Ave,40.7606597,-73.98042047,Manhattan
305,E 58 St & 3 Ave,40.76095756,-73.96724467,Manhattan
137,E 56 St & Madison Ave,40.761628,-73.972924,Manhattan
137,E 56 St & Madison Ave,40.761628,-73.972924,Manhattan
450,W 49 St & 8 Ave,40.76227205,-73.98788205,Manhattan
450,W 49 St & 8 Ave,40.76227205,-73.98788205,Manhattan
500,Broadway & W 51 St,40.76228826,-73.98336183,Manhattan
500,Broadway & W 51 St,40.76228826,-73.98336183,Manhattan
495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan
495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan
495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan
508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan
508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan
508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan
469,Broadway & W 53 St,40.76344058,-73.98268129,Manhattan
469,Broadway & W 53 St,40.76344058,-73.98268129,Manhattan
447,8 Ave & W 52 St,40.76370739,-73.9851615,Manhattan
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Manhattan
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Manhattan
449,W 52 St & 9 Ave,40.76461837,-73.98789473,Manhattan
449,W 52 St & 9 Ave,40.76461837,-73.98789473,Manhattan
449,W 52 St & 9 Ave,40.76461837,-73.98789473,Manhattan
468,Broadway & W 55 St,40.7652654,-73.98192338,Manhattan
468,Broadway & W 55 St,40.7652654,-73.98192338,Manhattan
423,W 54 St & 9 Ave,40.76584941,-73.98690506,Manhattan
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,Manhattan
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,Manhattan
480,W 53 St & 10 Ave,40.76669671,-73.99061728,Manhattan
457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan
457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan
457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan
457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan
72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan
72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan
72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan
72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan
3133,E 67 St & Lexington Ave,40.76734259,-73.96485865,Manhattan
3133,E 67 St & Lexington Ave,40.76734259,-73.96485865,Manhattan
513,W 56 St & 10 Ave,40.768254,-73.988639,Manhattan
513,W 56 St & 10 Ave,40.768254,-73.988639,Manhattan
499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan
499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan
499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan
499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan
422,W 59 St & 10 Ave,40.770513,-73.988038,Manhattan
3139,E 72 St & Park Ave,40.77122923,-73.96432627,Manhattan
3163,Central Park West & W 68 St,40.7734066,-73.97782542,Manhattan
3150,E 85 St & York Ave,40.77536905,-73.94803392,Manhattan
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,Manhattan
3165,Central Park West & W 72 St,40.77575319,-73.97603963,Manhattan
3165,Central Park West & W 72 St,40.77575319,-73.97603963,Manhattan
3165,Central Park West & W 72 St,40.77579377,-73.97620574,Manhattan
3165,Central Park West & W 72 St,40.77579377,-73.97620574,Manhattan
3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,Manhattan
3145,E 84 St & Park Ave,40.77862688,-73.95772073,Manhattan
3166,Riverside Dr & W 72 St ,40.78057799,-73.98562431,Manhattan
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,Manhattan
