"station.id","station.name","latitude","longitude"
459,"W 20 St & 11 Ave",40.746745,-74.007756
317,"E 6 St & Avenue B",40.72453734,-73.98185424
387,"Centre St & Chambers St",40.71273266,-74.0046073
373,"Willoughby Ave & Walworth St",40.69331716,-73.95381995
320,"Church St & Leonard St",40.71743998,-74.00583475
489,"10 Ave & W 28 St",40.75066386,-74.00176802
462,"W 22 St & 10 Ave",40.74691959,-74.00451887
375,"Mercer St & Bleecker St",40.72679454,-73.99695094
157,"Henry St & Atlantic Ave",40.69089272,-73.99612349
402,"Broadway & E 22 St",40.7403432,-73.98955109
442,"W 27 St & 7 Ave",40.746647,-73.993915
116,"W 17 St & 8 Ave",40.74177603,-74.00149746
534,"Water - Whitehall Plaza",40.70255065,-74.0127234
393,"E 5 St & Avenue C",40.72299208,-73.97995466
128,"MacDougal St & Prince St",40.72710258,-74.00297088
294,"Washington Square E",40.73049393,-73.9957214
461,"E 20 St & 2 Ave",40.73587678,-73.98205027
536,"1 Ave & E 30 St",40.74144387,-73.97536082
2004,"6 Ave & Broome St",40.724399,-74.004704
305,"E 58 St & 3 Ave",40.76095756,-73.96724467
472,"E 32 St & Park Ave",40.7457121,-73.98194829
410,"Suffolk St & Stanton St",40.72066442,-73.98517977
486,"Broadway & W 29 St",40.7462009,-73.98855723
448,"W 37 St & 10 Ave",40.75660359,-73.9979009
2003,"1 Ave & E 18 St",40.73416059,-73.98024289
217,"Old Fulton St",40.70277159,-73.99383605
518,"E 39 St & 2 Ave",40.74780373,-73.9734419
290,"2 Ave & E 58 St",40.76020258,-73.96478473
319,"Park Pl & Church St",40.71336124,-74.00937622
336,"Sullivan St & Washington Sq",40.73047747,-73.99906065
143,"Clinton St & Joralemon St",40.69239502,-73.99337909
499,"Broadway & W 60 St",40.76915505,-73.98191841
392,"Jay St & Tech Pl",40.695065,-73.987167
412,"Forsyth St & Canal St",40.7158155,-73.99422366
229,"Great Jones St",40.72743423,-73.99379025
524,"W 43 St & 6 Ave",40.75527307,-73.98316936
485,"W 37 St & 5 Ave",40.75038009,-73.98338988
323,"Lawrence St & Willoughby St",40.69236178,-73.98631746
322,"Clinton St & Tillary St",40.696192,-73.991218
348,"W Broadway & Spring St",40.72490985,-74.00154702
401,"Allen St & Rivington St",40.72019576,-73.98997825
284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103
515,"W 43 St & 10 Ave",40.76009437,-73.99461843
443,"Bedford Ave & S 9th St",40.70853074,-73.96408963
493,"W 45 St & 6 Ave",40.7568001,-73.98291153
512,"W 29 St & 9 Ave",40.7500727,-73.99839279
469,"Broadway & W 53 St",40.76344058,-73.98268129
400,"Pitt St & Stanton St",40.71926081,-73.98178024
147,"Greenwich St & Warren St",40.71542197,-74.01121978
423,"W 54 St & 9 Ave",40.76584941,-73.98690506
168,"W 18 St & 6 Ave",40.73971301,-73.99456405
405,"Washington St & Gansevoort St",40.739323,-74.008119
478,"11 Ave & W 41 St",40.76030096,-73.99884222
458,"11 Ave & W 27 St",40.751396,-74.005226
79,"Franklin St & W Broadway",40.71911552,-74.00666661
439,"E 4 St & 2 Ave",40.7262807,-73.98978041
324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013
426,"West St & Chambers St",40.71754834,-74.01322069
546,"E 30 St & Park Ave S",40.74444921,-73.98303529
453,"W 22 St & 8 Ave",40.74475148,-73.99915362
366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896
480,"W 53 St & 10 Ave",40.76669671,-73.99061728
389,"Broadway & Berry St",40.71044554,-73.96525063
223,"W 13 St & 7 Ave",40.73781509,-73.99994661
72,"W 52 St & 11 Ave",40.76727216,-73.99392888
307,"Canal St & Rutgers St",40.71427487,-73.98990025
160,"E 37 St & Lexington Ave",40.748238,-73.978311
508,"W 46 St & 11 Ave",40.76341379,-73.99667444
233,"Joralemon St & Adams St",40.69246277,-73.98963911
377,"6 Ave & Canal St",40.72243797,-74.00566443
465,"Broadway & W 41 St",40.75513557,-73.98658032
457,"Broadway & W 58 St",40.76695317,-73.98169333
444,"Broadway & W 24 St",40.7423543,-73.98915076
427,"State St",40.70251526,-74.01427023
316,"Fulton St & William St",40.70955958,-74.00653609
379,"W 31 St & 7 Ave",40.749156,-73.9916
435,"W 21 St & 6 Ave",40.74173969,-73.99415556
257,"Lispenard St & Broadway",40.71939226,-74.00247214
152,"Warren St & Church St",40.71473993,-74.00910627
411,"E 6 St & Avenue D",40.72228087,-73.97668709
532,"S 5 Pl & S 4 St",40.710451,-73.960876
295,"Pike St & E Broadway",40.71406667,-73.99293911
350,"Clinton St & Grand St",40.71559509,-73.9870295
384,"Fulton St & Waverly Ave",40.68317813,-73.9659641
417,"Barclay St & Church St",40.71291224,-74.01020234
466,"W 25 St & 6 Ave",40.74395411,-73.99144871
301,"E 2 St & Avenue B",40.72217444,-73.98368779
446,"W 24 St & 7 Ave",40.74487634,-73.99529885
195,"Liberty St & Broadway",40.70905623,-74.01043382
318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874
460,"S 4 St & Wythe Ave",40.71285887,-73.96590294
264,"Maiden Ln & Pearl St",40.70706456,-74.00731853
2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198
351,"Front St & Maiden Ln",40.70530954,-74.00612572
500,"Broadway & W 51 St",40.76228826,-73.98336183
440,"E 45 St & 3 Ave",40.75255434,-73.97282625
242,"Flushing Ave & Carlton Ave",40.69788349,-73.97350332
297,"E 15 St & 3 Ave",40.734232,-73.986923
414,"Pearl St & Anchorage Pl",40.70281858,-73.98765762
369,"Washington Pl & 6 Ave",40.73224119,-74.00026394
498,"Broadway & W 32 St",40.74854862,-73.98808416
254,"W 11 St & 6 Ave",40.73532427,-73.99800419
505,"6 Ave & W 33 St",40.74901271,-73.98848395
365,"Fulton St & Grand Ave",40.68223166,-73.9614583
327,"Vesey Pl & River Terrace",40.7153379,-74.01658354
296,"Division St & Bowery",40.71413089,-73.9970468
447,"8 Ave & W 52 St",40.76370739,-73.9851615
326,"E 11 St & 1 Ave",40.72953837,-73.98426726
349,"Rivington St & Ridge St",40.71850211,-73.98329859
253,"W 13 St & 5 Ave",40.73543934,-73.99453948
280,"E 10 St & 5 Ave",40.73331967,-73.99510132
496,"E 16 St & 5 Ave",40.73726186,-73.99238967
492,"W 33 St & 7 Ave",40.75019995,-73.99093085
438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945
490,"8 Ave & W 33 St",40.751551,-73.993934
127,"Barrow St & Hudson St",40.73172428,-74.00674436
398,"Atlantic Ave & Furman St",40.69165183,-73.9999786
311,"Norfolk St & Broome St",40.7172274,-73.98802084
464,"E 56 St & 3 Ave",40.75934501,-73.96759673
360,"William St & Pine St",40.70717936,-74.00887308
355,"Bayard St & Baxter St",40.71602118,-73.99974372
281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465
332,"Cherry St",40.71219906,-73.97948148
376,"John St & William St",40.70862144,-74.00722156
454,"E 51 St & 1 Ave",40.75455731,-73.96592976
529,"W 42 St & 8 Ave",40.7575699,-73.99098507
261,"Johnson St & Gold St",40.69474881,-73.98362464
415,"Pearl St & Hanover Square",40.7047177,-74.00926027
527,"E 33 St & 1 Ave",40.74315566,-73.97434726
475,"E 16 St & Irving Pl",40.73524276,-73.98758561
520,"W 52 St & 5 Ave",40.75992262,-73.97648516
276,"Duane St & Greenwich St",40.71748752,-74.0104554
517,"Pershing Square S",40.75149263,-73.97798848
330,"Reade St & Broadway",40.71450451,-74.00562789
2009,"Catherine St & Monroe St",40.71117444,-73.99682619
391,"Clark St & Henry St",40.69760127,-73.99344559
516,"E 47 St & 1 Ave",40.75206862,-73.96784384
471,"Grand St & Havemeyer St",40.71286844,-73.95698119
545,"E 23 St & 1 Ave",40.736502,-73.97809472
271,"Ashland Pl & Hanson Pl",40.68528172,-73.97805813
279,"Sands St & Gold St",40.69986937,-73.98271933
436,"Hancock St & Bedford Ave",40.68216564,-73.95399026
488,"W 39 St & 9 Ave",40.75645824,-73.99372222
120,"Lexington Ave & Classon Ave",40.68676793,-73.95928168
238,"Bank St & Washington St",40.7361967,-74.00859207
433,"E 13 St & Avenue A",40.72955361,-73.98057249
216,"Columbia Heights & Cranberry St",40.70037867,-73.99548059
304,"Broadway & Battery Pl",40.70463334,-74.01361706
356,"Bialystoker Pl & Delancey St",40.71622644,-73.98261206
249,"Harrison St & Hudson St",40.71870987,-74.0090009
263,"Elizabeth St & Hester St",40.71729,-73.996375
347,"W Houston St & Hudson St",40.72873888,-74.00748842
153,"E 40 St & 5 Ave",40.752062307,-73.9816324043
241,"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121
291,"Madison St & Montgomery St",40.713126,-73.984844
525,"W 34 St & 11 Ave",40.75594159,-74.0021163
310,"State St & Smith St",40.68926942,-73.98912867
495,"W 47 St & 10 Ave",40.76269882,-73.99301222
346,"Bank St & Hudson St",40.73652889,-74.00618026
342,"Columbia St & Rivington St",40.71739973,-73.98016555
361,"Allen St & Hester St",40.71605866,-73.99190759
363,"West Thames St",40.70834698,-74.01713445
456,"E 53 St & Madison Ave",40.7597108,-73.97402311
82,"St James Pl & Pearl St",40.71117416,-74.00016545
513,"W 56 St & 10 Ave",40.768254,-73.988639
522,"E 51 St & Lexington Ave",40.75714758,-73.97207836
386,"Centre St & Worth St",40.71494807,-74.00234482
367,"E 53 St & Lexington Ave",40.75828065,-73.97069431
437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759
395,"Bond St & Schermerhorn St",40.68807003,-73.98410637
212,"W 16 St & The High Line",40.74334935,-74.00681753
228,"E 48 St & 3 Ave",40.7546011026,-73.971878855
270,"Adelphi St & Myrtle Ave",40.69308257,-73.97178913
340,"Madison St & Clinton St",40.71269042,-73.98776323
503,"E 20 St & Park Ave",40.73827428,-73.98751968
420,"Clermont Ave & Lafayette Ave",40.68764484,-73.96968902
314,"Montague St & Clinton St",40.69424674,-73.99215922
364,"Lafayette Ave & Classon Ave",40.68900443,-73.96023854
315,"South St & Gouverneur Ln",40.70355377,-74.00670227
298,"3 Ave & Schermerhorn St",40.68683208,-73.9796772
266,"Avenue D & E 8 St",40.72368361,-73.97574813
537,"Lexington Ave & E 24 St",40.74025878,-73.98409214
259,"South St & Whitehall St",40.70122128,-74.01234218
2021,"W 45 St & 8 Ave",40.75929124,-73.98859651
2023,"E 55 St & Lexington Ave",40.75968085,-73.97031366
354,"Emerson Pl & Myrtle Ave",40.69363137,-73.96223558
481,"S 3 St & Bedford Ave",40.71260486,-73.96264403
339,"Avenue D & E 12 St",40.72580614,-73.97422494
303,"Mercer St & Spring St",40.72362738,-73.99949601
262,"Washington Park",40.69178232,-73.97372989
328,"Watts St & Greenwich St",40.72405549,-74.00965965
250,"Lafayette St & Jersey St",40.72456089,-73.99565293
2006,"Central Park S & 6 Ave",40.76590936,-73.97634151
501,"FDR Drive & E 35 St",40.744219,-73.97121214
390,"Duffield St & Willoughby St",40.69221589,-73.9842844
383,"Greenwich Ave & Charles St",40.735238,-74.000271
313,"Washington Ave & Park Ave",40.69610226,-73.96751037
408,"Market St & Cherry St",40.71076228,-73.99400398
514,"12 Ave & W 40 St",40.76087502,-74.00277668
243,"Fulton St & Rockwell Pl",40.687979,-73.978474
258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458
484,"W 44 St & 5 Ave",40.75500254,-73.98014437
441,"E 52 St & 2 Ave",40.756014,-73.967416
144,"Nassau St & Navy St",40.69839895,-73.98068914
341,"Stanton St & Mangin St",40.71782143,-73.97628939
473,"Rivington St & Chrystie St",40.72110063,-73.9919254
174,"E 25 St & 1 Ave",40.7381765,-73.97738662
83,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328
2012,"E 27 St & 1 Ave",40.739445,-73.976806
267,"Broadway & W 36 St",40.75097711,-73.98765428
244,"Willoughby Ave & Hall St",40.69196035,-73.96536851
2022,"E 59 St & Sutton Pl",40.75849116,-73.95920622
282,"Kent Ave & S 11 St",40.70827295,-73.96834101
2000,"Front St & Washington St",40.70255088,-73.98940236
218,"Gallatin Pl & Livingston St",40.69028437,-73.98707105
353,"S Portland Ave & Hanson Pl",40.68539567,-73.97431458
300,"Shevchenko Pl & E 6 St",40.728145,-73.990214
455,"1 Ave & E 44 St",40.75001986,-73.96905301
275,"Washington Ave & Greene Ave",40.68650065,-73.96563307
150,"E 2 St & Avenue C",40.7208736,-73.98085795
421,"Clermont Ave & Park Ave",40.69573398,-73.97129668
399,"Lafayette Ave & St James Pl",40.68851534,-73.9647628
137,"E 56 St & Madison Ave",40.761628,-73.972924
358,"Christopher St & Greenwich St",40.73291553,-74.00711384
526,"E 33 St & 5 Ave",40.74765947,-73.98490707
331,"Pike St & Monroe St",40.71173107,-73.99193043
359,"E 47 St & Park Ave",40.75510267,-73.97498696
431,"Hanover Pl & Livingston St",40.68864636,-73.98263429
302,"Avenue D & E 3 St",40.72082834,-73.97793172
397,"Fulton St & Clermont Ave",40.68415748,-73.96922273
3002,"South End Ave & Liberty St",40.711512,-74.015756
274,"Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682
343,"Clinton Ave & Flushing Ave",40.69794,-73.96986848
278,"Concord St & Bridge St",40.69766564,-73.98476437
538,"W 49 St & 5 Ave",40.75795248,-73.97787642
463,"9 Ave & W 16 St",40.74206539,-74.00443172
232,"Cadman Plaza E & Tillary St",40.69597683,-73.99014892
344,"Monroe St & Bedford Ave",40.6851443,-73.95380904
289,"Monroe St & Classon Ave",40.6845683,-73.95881081
419,"Carlton Ave & Park Ave",40.69580705,-73.97355569
337,"Old Slip & Front St",40.7037992,-74.00838676
409,"DeKalb Ave & Skillman St",40.6906495,-73.95643107
245,"Myrtle Ave & St Edwards St",40.69327018,-73.97703874
260,"Broad St & Bridge St",40.70365182,-74.01167797
418,"Front St & Gold St",40.70224,-73.982578
252,"MacDougal St & Washington Sq",40.73226398,-73.99852205
407,"Henry St & Poplar St",40.700469,-73.991454
321,"Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773
2005,"Railroad Ave & Kay Ave",40.70531194,-73.97100056
2001,"7 Ave & Farragut St",40.69892054,-73.97332996
372,"Franklin Ave & Myrtle Ave",40.694528,-73.958089
119,"Park Ave & St Edwards St",40.69608941,-73.97803415
2017,"E 43 St & 2 Ave",40.75022392,-73.97121414
2010,"Grand St & Greene St",40.72165481,-74.00234737
502,"Henry St & Grand St",40.71422,-73.98135
491,"E 24 St & Park Ave S",40.74096,-73.98602
530,"11 Ave & W 59 St",40.77152,-73.99054
