"station.id","X","station.name","latitude","longitude","year","index","boro","daily_trips"
72,0,"W 52 St & 11 Ave",40.76727216,-73.99392888,2013,1,"Manhattan",56
79,1,"Franklin St & W Broadway",40.71911552,-74.00666661,2013,2,"Manhattan",44
82,2,"St James Pl & Pearl St",40.71117416,-74.00016545,2013,3,"Manhattan",20
83,3,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,2013,4,"Brooklyn",22
116,4,"W 17 St & 8 Ave",40.74177603,-74.00149746,2013,5,"Manhattan",113
119,5,"Park Ave & St Edwards St",40.69608941,-73.97803415,2013,6,"Brooklyn",6
120,6,"Lexington Ave & Classon Ave",40.68676793,-73.95928168,2013,7,"Brooklyn",14
127,7,"Barrow St & Hudson St",40.73172428,-74.00674436,2013,8,"Manhattan",110
128,8,"MacDougal St & Prince St",40.72710258,-74.00297088,2013,9,"Manhattan",98
137,9,"E 56 St & Madison Ave",40.761628,-73.972924,2013,10,"Manhattan",49
143,10,"Clinton St & Joralemon St",40.69239502,-73.99337909,2013,11,"Brooklyn",20
144,11,"Nassau St & Navy St",40.69839895,-73.98068914,2013,12,"Brooklyn",9
146,12,"Hudson St & Reade St",40.71625008,-74.0091059,2013,13,"Manhattan",46
147,13,"Greenwich St & Warren St",40.71542197,-74.01121978,2013,14,"Manhattan",85
150,14,"E 2 St & Avenue C",40.7208736,-73.98085795,2013,15,"Manhattan",44
151,15,"Cleveland Pl & Spring St",40.7221037867,-73.9972490072,2013,16,"Manhattan",139
152,16,"Warren St & Church St",40.71473993,-74.00910627,2013,17,"Manhattan",36
153,17,"E 40 St & 5 Ave",40.752062307,-73.9816324043,2013,18,"Manhattan",76
157,18,"Henry St & Atlantic Ave",40.69089272,-73.99612349,2013,19,"Brooklyn",29
160,19,"E 37 St & Lexington Ave",40.748238,-73.978311,2013,20,"Manhattan",43
161,20,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,2013,21,"Manhattan",95
164,21,"E 47 St & 2 Ave",40.75323098,-73.97032517,2013,22,"Manhattan",48
167,22,"E 39 St & 3 Ave",40.7489006,-73.97604882,2013,23,"Manhattan",75
168,23,"W 18 St & 6 Ave",40.73971301,-73.99456405,2013,24,"Manhattan",132
173,24,"Broadway & W 49 St",40.760683271,-73.9845272899,2013,25,"Manhattan",99
174,25,"E 25 St & 1 Ave",40.7381765,-73.97738662,2013,26,"Manhattan",70
195,26,"Liberty St & Broadway",40.70905623,-74.01043382,2013,27,"Manhattan",58
212,27,"W 16 St & The High Line",40.74334935,-74.00681753,2013,28,"Manhattan",80
216,28,"Columbia Heights & Cranberry St",40.70037867,-73.99548059,2013,29,"Brooklyn",10
217,29,"Old Fulton St",40.70277159,-73.99383605,2013,30,"Brooklyn",27
223,30,"W 13 St & 7 Ave",40.73781509,-73.99994661,2013,31,"Manhattan",77
224,31,"Spruce St & Nassau St",40.71146364,-74.00552427,2013,32,"Manhattan",37
225,32,"W 14 St & The High Line",40.74195138,-74.00803013,2013,33,"Manhattan",46
228,33,"E 48 St & 3 Ave",40.7546011026,-73.971878855,2013,34,"Manhattan",60
229,34,"Great Jones St",40.72743423,-73.99379025,2013,35,"Manhattan",99
232,35,"Cadman Plaza E & Tillary St",40.69597683,-73.99014892,2013,36,"Brooklyn",15
233,36,"Cadman Plaza W & Pierrepont St",40.6947570136,-73.9905273914,2013,37,"Brooklyn",12
236,37,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,2013,38,"Manhattan",92
237,38,"E 11 St & 2 Ave",40.73047309,-73.98672378,2013,39,"Manhattan",97
238,39,"Bank St & Washington St",40.7361967,-74.00859207,2013,40,"Manhattan",50
239,40,"Willoughby St & Fleet St",40.69196566,-73.9813018,2013,41,"Brooklyn",27
241,41,"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,2013,42,"Brooklyn",18
242,42,"Carlton Ave & Flushing Ave",40.697787,-73.973736,2013,43,"Brooklyn",14
243,43,"Fulton St & Rockwell Pl",40.688226,-73.979382,2013,44,"Brooklyn",16
244,44,"Willoughby Ave & Hall St",40.69196035,-73.96536851,2013,45,"Brooklyn",21
245,45,"Myrtle Ave & St Edwards St",40.69327018,-73.97703874,2013,46,"Brooklyn",9
247,46,"Perry St & Bleecker St",40.73535398,-74.00483091,2013,47,"Manhattan",45
248,47,"Laight St & Hudson St",40.72185379,-74.00771779,2013,48,"Manhattan",21
249,48,"Harrison St & Hudson St",40.71870987,-74.0090009,2013,49,"Manhattan",36
250,49,"Lafayette St & Jersey St",40.72456089,-73.99565293,2013,50,"Manhattan",125
251,50,"Mott St & Prince St",40.72317958,-73.99480012,2013,51,"Manhattan",75
252,51,"MacDougal St & Washington Sq",40.73226398,-73.99852205,2013,52,"Manhattan",62
253,52,"W 13 St & 5 Ave",40.73543934,-73.99453948,2013,53,"Manhattan",74
254,53,"W 11 St & 6 Ave",40.73532427,-73.99800419,2013,54,"Manhattan",51
257,54,"Lispenard St & Broadway",40.71939226,-74.00247214,2013,55,"Manhattan",56
258,55,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,2013,56,"Brooklyn",24
259,56,"South St & Whitehall St",40.70122128,-74.01234218,2013,57,"Manhattan",35
260,57,"Broad St & Bridge St",40.70365182,-74.01167797,2013,58,"Manhattan",29
261,58,"Johnson St & Gold St",40.69474881,-73.98362464,2013,59,"Brooklyn",20
262,59,"Washington Park",40.6917823,-73.9737299,2013,60,"Brooklyn",18
263,60,"Elizabeth St & Hester St",40.71729,-73.996375,2013,61,"Manhattan",73
264,61,"Maiden Ln & Pearl St",40.70706456,-74.00731853,2013,62,"Manhattan",37
265,62,"Stanton St & Chrystie St",40.72229346,-73.99147535,2013,63,"Manhattan",65
266,63,"Avenue D & E 8 St",40.72368361,-73.97574813,2013,64,"Manhattan",22
267,64,"Broadway & W 36 St",40.75097711,-73.98765428,2013,65,"Manhattan",49
268,65,"Howard St & Centre St",40.71910537,-73.99973337,2013,66,"Manhattan",67
270,66,"Adelphi St & Myrtle Ave",40.69308257,-73.97178913,2013,67,"Brooklyn",30
274,67,"Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682,2013,68,"Brooklyn",19
275,68,"Washington Ave & Greene Ave",40.68650065,-73.96563307,2013,69,"Brooklyn",13
